design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GRT_ADJUSTMENT,STD_CELL_LIBRARY,DIODE_INSERTION_STRATEGY
/home/htamas/progs/trainable-nn-resub2/openlane/trainable_nn,trainable_nn,22_12_05_08_19,flow completed,0h47m42s0ms,0h33m5s0ms,79486.11111111111,0.48,35768.75,37.49,1962.37,17169,0,0,0,0,0,0,-1,-1,-1,-1,-1,922901,165784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553176673.0,0.0,43.77,57.07,16.1,31.27,-1,25062,57905,745,33588,0,0,0,25197,444,79,437,2985,2773,4844,2731,1114,815,631,55,572,6480,0,7052,458039.29600000003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.0,10.0,100,AREA 0,10,45,1,153.6,153.18,0.45,0.3,sky130_fd_sc_hd,4
